Bandit,Reward,Algorithm
3,4.009291752530912,Epsilon-Greedy
3,4.139342593621264,Epsilon-Greedy
3,4.452534891821335,Epsilon-Greedy
3,1.8990811385480821,Epsilon-Greedy
3,6.937752847167774,Epsilon-Greedy
3,3.0615320897941514,Epsilon-Greedy
3,4.644268159509302,Epsilon-Greedy
3,4.276569152594928,Epsilon-Greedy
3,3.3492864626549106,Epsilon-Greedy
3,4.547215938057004,Epsilon-Greedy
3,3.0828401948039637,Epsilon-Greedy
3,3.96911236442842,Epsilon-Greedy
3,6.003407267182105,Epsilon-Greedy
3,3.551079172390204,Epsilon-Greedy
3,4.067498535875009,Epsilon-Greedy
3,2.9233394918223343,Epsilon-Greedy
3,4.668407960942365,Epsilon-Greedy
3,3.2283716775831217,Epsilon-Greedy
3,4.296628319676175,Epsilon-Greedy
3,5.005142573278018,Epsilon-Greedy
3,3.74761995653555,Epsilon-Greedy
3,4.564402987893266,Epsilon-Greedy
3,4.355550629674353,Epsilon-Greedy
3,5.0469201276500115,Epsilon-Greedy
3,4.569950305341383,Epsilon-Greedy
3,5.289756528375374,Epsilon-Greedy
3,3.7386000750448773,Epsilon-Greedy
3,2.721977416563624,Epsilon-Greedy
3,2.3562592844119425,Epsilon-Greedy
3,2.4472729321839624,Epsilon-Greedy
3,3.6964640144228023,Epsilon-Greedy
3,4.169693792352019,Epsilon-Greedy
3,3.299884126794992,Epsilon-Greedy
3,1.7509042719440608,Epsilon-Greedy
3,3.317007669648877,Epsilon-Greedy
3,3.5457557248467375,Epsilon-Greedy
3,3.98006460475419,Epsilon-Greedy
3,5.445384689582934,Epsilon-Greedy
